"PaymentID","OfferID","BankID","PaymentMode"
"1199","22882","16",NULL
"1200","22883","16",NULL
"1201","22884","16",NULL
"1202","22885","16",NULL
"1203","22886","16",NULL
"1204","22890","18",NULL
"1205","22905","4",NULL
"1206","22923","6",NULL
"1207","22924","3",NULL
"1208","22925","4",NULL
"1209","22966","10",NULL
"1210","22967","10",NULL
"1211","22969","6",NULL
"1212","23040","16",NULL
"1213","23041","16",NULL
"1214","23042","16",NULL
"1215","23051","15",NULL
"1216","23079","13",NULL
"1217","23080","13",NULL
"1218","23122","16",NULL
"1219","23124","10",NULL
"1220","23125","10",NULL
"1221","23129","10",NULL
"1222","23130","10",NULL
"1223","23159","16",NULL
"1224","23166","3",NULL
"1225","23184","18",NULL
"1226","23190","5",NULL
"1227","23191","13",NULL
"1228","23198","15",NULL
"1229","23207","16",NULL
"1230","23210","16",NULL
"1231","24096","6",NULL
"1232","24103","16",NULL
"1233","24134","16",NULL
"1234","24139","16",NULL
"1235","24142","18",NULL
"1236","24168","6",NULL
"1237","24170","12",NULL
"1238","24265","5",NULL
"1239","24297","6",NULL
"1240","24316","4",NULL
"1241","24317","6",NULL
"1242","24333","16",NULL
"1243","24335","16",NULL
"1244","24361","9",NULL
"1245","24362","8",NULL
"1246","24363","12",NULL
"1247","24425","16",NULL
"1248","24433","16",NULL
"1249","24442","16",NULL
"1250","24443","3",NULL
"1251","24546","6",NULL
"1252","24578","6",NULL
"1253","24586","16",NULL
"1254","24589","3",NULL
"1255","24594","15",NULL
"1256","24625","4",NULL
"1257","24699","16",NULL
"1258","24701","16",NULL
"1259","24713","4",NULL
"1260","24751","3",NULL
"1261","24921","16",NULL
"1262","24922","16",NULL
"1263","24923","16",NULL
"1264","24924","16",NULL
"1265","24925","16",NULL
"1266","24926","16",NULL
"1267","24927","16",NULL
"1268","24928","16",NULL
"1269","24929","16",NULL
"1270","24930","16",NULL
"1271","24931","16",NULL
"1272","24932","16",NULL
"1273","24933","16",NULL
"1274","24946","18",NULL
"1275","24947","4",NULL
"1276","24962","18",NULL
"1277","24981","3",NULL
"1278","24986","16",NULL
"1279","24996","5",NULL
"1280","25002","10",NULL
"1281","25005","10",NULL
"1282","25091","16",NULL
"1283","25093","16",NULL
"1284","25094","16",NULL
"1285","25095","16",NULL
"1286","25097","16",NULL
"1287","25098","16",NULL
"1288","25136","4",NULL
"1289","25139","6",NULL
"1290","25164","6",NULL
"1291","25169","3",NULL
"1292","25193","16",NULL
"1293","25194","16",NULL
"1294","25195","16",NULL
"1295","25229","18",NULL
"1296","25273","6",NULL
"1297","25279","4",NULL
"1298","25280","3",NULL
"1299","25281","3",NULL
"1300","25282","13",NULL
"1301","25283","8",NULL
"1302","25284","8",NULL
"1303","25285","4",NULL
"1304","25290","16",NULL
"1305","25291","16",NULL
"1306","25292","16",NULL
"1307","25293","16",NULL
"1308","25294","16",NULL
"1309","25295","16",NULL
"1310","25296","16",NULL
"1311","25297","16",NULL
"1312","25313","15",NULL
"1313","25326","3",NULL
"1314","25327","3",NULL
"1315","25328","3",NULL
"1316","25329","3",NULL
"1317","25330","3",NULL
"1318","25331","3",NULL
"1319","25334","18",NULL
"1320","25373","7",NULL
"1321","25374","4",NULL
"1322","25378","4",NULL
"1323","25379","4",NULL
"1324","25396","18",NULL
"1325","25397","18",NULL
"1326","25411","16",NULL
"1327","25412","16",NULL
"1328","25413","16",NULL
"1329","25414","16",NULL
"1330","25415","16",NULL
"1331","25416","16",NULL
"1332","25418","16",NULL
"1333","25419","16",NULL
"1334","25420","16",NULL
"1335","25421","16",NULL
"1336","25423","15",NULL
"1500","26000","5",
"1501","26001","5",
"1502","26002","5",
"1503","26003","5",
"1504","26004","5",
"1505","26005","5",
"1506","26006","5",
"1507","26007","5",
"1508","26008","5",
"1509","26009","5",
"1510","26010","5",
"1511","26011","5",
"1512","26012","5",
"1513","26013","5",
"1514","26014","5",
"1515","26015","5",
"1516","26016","5",
"1517","26017","5",
"1518","26018","5",
"1519","26019","5",
"1520","26020","5",
"1521","26021","5",
"1522","26022","5",
"1523","26023","5",
"1524","26024","5",
"1525","26025","5",
"1526","26026","5",
"1527","26027","5",
"1528","26028","5",
"1529","26029","5",
"1530","26030","5",
"1531","26031","5",
"1532","26032","5",
"1533","26033","5",
"1534","26034","5",
"1535","26035","5",
"1536","26036","5",
"1537","26037","5",
"1538","26038","5",
"1539","26039","5",
"1540","26040","5",
"1541","26041","5",
"1542","26042","5",
"1543","26043","5",
"1544","26044","5",
"1545","26045","5",
"1546","26046","5",
"1547","26047","5",
"1548","26048","5",
"1549","26049","5",
"1550","26050","5",
"1551","26051","5",
"1552","26052","5",
"1553","26053","5",
"1554","26054","5",
"1555","26055","5",
"1556","26056","5",
"1557","26057","5",
"1558","26058","5",
"1559","26059","5",
"1560","26060","5",
"1561","26061","5",
"1562","26062","5",
"1563","26063","5",
"1564","26064","5",
"1565","26065","5",
"1566","26066","5",
"1567","26067","5",
"1568","26068","5",
"1569","26069","5",
"1570","26070","5",
"1571","26071","5",
"1572","26072","5",
"1573","26073","5",
"1574","26074","5",
"1575","26075","5",
"1576","26076","5",
"1577","26077","5",
"1578","26078","5",
"1579","26079","5",
"1580","26080","5",
"1581","26081","5",
"1582","26082","5",
"1583","26083","5",
"1584","26084","5",
"1585","26085","5",
"1586","26086","5",
"1587","26087","5",
"1588","26088","5",
"1589","26089","5",
"1590","26090","5",
"1591","26091","5",
"1592","26092","5",
"1593","26093","5",
"1594","26094","5",
"1595","26095","5",
"1596","26096","5",
"1597","26097","5",
"1598","26098","5",
"1599","26099","5",
"1600","26100","5",
"1601","26101","5",
"1602","26102","5",
"1603","26103","5",
"1604","26104","5",
"1605","26105","5",
"1606","26106","5",
"1607","26107","5",
"1608","26108","5",
"1609","26109","5",
"1610","26110","5",
"1611","26111","5",
"1612","26112","5",
"1613","26113","5",
"1614","26114","5",
"1615","26115","5",
"1616","26116","5",
"1617","26117","5",
"1618","26118","5",
"1619","26119","5",
"1620","26120","5",
"1621","26121","5",
"1622","26122","5",
"1623","26123","5",
"1624","26124","5",
"1625","26125","5",
"1626","26126","5",
"1627","26127","5",
"1628","26128","5",
"1629","26129","5",
"1630","26130","5",
"1631","26131","5",
"1632","26132","5",
"1633","26133","5",
"1634","26134","5",
"1635","26135","5",
"1636","26136","5",
"1637","26137","5",
"1638","26138","5",
"1639","26139","5",
"1640","26140","5",
"1641","26141","5",
"1642","26142","5",
"1643","26143","5",
"1644","26144","5",
"1645","26145","5",
"1646","26146","5",
"1647","26147","5",
"1648","26148","5",
"1649","26149","5",
"1650","26150","5",
"1651","26151","5",
"1652","26152","5",
"1653","26153","5",
"1654","26154","5",
"1655","26155","5",
"1656","26156","5",
"1657","26157","5",
"1658","26158","5",
"1659","26159","5",
"1660","26160","5",
"1661","26161","5",
"1662","26162","5",
"1663","26163","5",
"1664","26164","5",
"1665","26165","5",
"1666","26166","5",
"1667","26167","5",
"1668","26168","5",
"1669","26169","5",
"1670","26170","5",
"1671","26171","5",
"1672","26172","5",
"1673","26173","5",
"1674","26174","5",
"1675","26175","5",
"1676","26176","5",
"1677","26177","5",
"1678","26178","5",
"1679","26179","5",
"1680","26180","5",
"1681","26181","5",
"1682","26182","5",
"1683","26183","5",
"1684","26184","5",
"1685","26185","5",
"1686","26186","5",
"1687","26187","5",
"1688","26188","5",
"1689","26189","5",
"1690","26190","5",
"1691","26191","5",
"1692","26192","5",
"1693","26193","5",
"1694","26194","5",
"1695","26195","5",
"1696","26196","5",
"1697","26197","5",
"1698","26198","5",
"1699","26199","5",
"1700","26200","5",
"1701","26201","5",
"1702","26202","5",
"1703","26203","5",
"1704","26204","5",
"1705","26205","5",
"1706","26206","5",
"1707","26207","5",
"1708","26208","5",
"1709","26209","5",
"1710","26210","5",
"1711","26211","5",
"1712","26212","5",
"1713","26213","5",
"1714","26214","5",
"1715","26215","5",
"1716","26216","5",
"1717","26217","5",
"1718","26218","5",
"1719","26219","5",
"1720","26220","5",
"1721","26221","5",
"1722","26222","5",
"1723","26223","5",
"1724","26224","5",
"1725","26225","5",
"1726","26226","5",
"1727","26227","5",
"1728","26228","5",
"1729","26229","5",
"1730","26230","5",
"1731","26231","5",
"1732","26232","5",
"1733","26233","5",
"1734","26234","5",
"1735","26235","5",
"1736","26236","5",
"1737","26237","5",
"1738","26238","5",
"1739","26239","5",
"1740","26240","5",
"1741","26241","5",
"1742","26242","5",
"1743","26243","5",
"1744","26244","5",
"1745","26245","5",
"1746","26246","5",
"1747","26247","5",
"1748","26248","5",
"1749","26249","5",
"1750","26250","5",
"1751","26251","5",
"1752","26252","5",
"1753","26253","5",
"1754","26254","5",
"1755","26255","5",
"1756","26256","5",
"1757","26257","5",
"1758","26258","5",
"1759","26259","5",
"1760","26260","5",
"1761","26261","5",
"1762","26262","5",
"1763","26263","5",
"1764","26264","5",
"1765","26265","5",
"1766","26266","5",
"1767","26267","5",
"1768","26268","5",
"1769","26269","5",
"1770","26270","5",
"1771","26271","5",
"1772","26272","5",
"1773","26273","5",
"1774","26274","5",
"1775","26275","5",
"1776","26276","5",
"1777","26277","5",
"1778","26278","5",
"1779","26279","5",
"1780","26280","5",
"1781","26281","5",
"1782","26282","5",
"1783","26283","5",
"1784","26284","5",
"1785","26285","5",
"1786","26286","5",
"1787","26287","5",
"1788","26288","5",
"1789","26289","5",
"1790","26290","5",
"1791","26291","5",
"1792","26292","5",
"1793","26293","5",
"1794","26294","5",
"1795","26295","5",
"1796","26296","5",
"1797","26297","5",
"1798","26298","5",
"1799","26299","5",
"1800","26300","5",
"1801","26301","5",
"1802","26302","5",
"1803","26303","5",
"1804","26304","5",
"1805","26305","5",
"1806","26306","5",
"1807","26307","5",
"1808","26308","5",
"1809","26309","5",
"1810","26310","5",
"1811","26311","5",
"1812","26312","5",
"1813","26313","5",
"1814","26314","5",
"1815","26315","5",
"1816","26316","5",
"1817","26317","5",
"1818","26318","5",
"1819","26319","5",
"1820","26320","5",
"1821","26321","5",
"1822","26322","5",
"1823","26323","5",
"1824","26324","5",
"1825","26325","5",
"1826","26326","5",
"1827","26327","5",
"1828","26328","5",
"1829","26329","5",
"1830","26330","5",
"1831","26331","5",
"1832","26332","5",
"1833","26333","5",
"1834","26334","5",
"1835","26335","5",
"1836","26336","5",
"1837","26337","5",
"1838","26338","5",
"1839","26339","5",
"1840","26340","5",
"1841","26341","5",
"1842","26342","5",
"1843","26343","5",
"1844","26344","5",
"1845","26345","5",
"1846","26346","5",
"1847","26347","5",
"1848","26348","5",
"1849","26349","5",
"1850","26350","5",
"1851","26351","5",
"1852","26352","5",
"1853","26353","5",
"1854","26354","5",
"1855","26355","5",
"1856","26356","5",
"1857","26357","5",
"1858","26358","5",
"1859","26359","5",
"1860","26360","5",
"1861","26361","5",
"1862","26362","5",
"1863","26363","5",
"1864","26364","5",
"1865","26365","5",
"1866","26366","5",
"1867","26367","5",
"1868","26368","5",
"1869","26369","5",
"1870","26370","5",
"1871","26371","5",
"1872","26372","5",
"1873","26373","5",
"1874","26374","5",
"1875","26375","5",
"1876","26376","5",
"1877","26377","5",
"1878","26378","5",
"1879","26379","5",
"1880","26380","5",
"1881","26381","5",
"1882","26382","5",
"1883","26383","5",
"1884","26384","5",
"1885","26385","5",
"1886","26386","5",
"1887","26387","5",
"1888","26388","5",
"1889","26389","5",
"1890","26390","5",
"1891","26391","5",
"1892","26392","5",
"1893","26393","5",
"1894","26394","5",
"1895","26395","5",
"1896","26396","5",
"1897","26397","5",
"1898","26398","5",
"1899","26399","5",
"1900","26400","5",
"1901","26401","5",
"1902","26402","5",
"1903","26403","5",
"1904","26404","5",
"1905","26405","5",
"1906","26406","5",
"1907","26407","5",
"1908","26408","5",
"1909","26409","5",
"1910","26410","5",
"1911","26411","5",
"1912","26412","5",
"1913","26413","5",
"1914","26414","5",
"1915","26415","5",
"1916","26416","5",
"1917","26417","5",
"1918","26418","5",
"1919","26419","5",
"1920","26420","5",
"1921","26421","5",
"1922","26422","5",
"1923","26423","5",
"1924","26424","5",
"1925","26425","5",
"1926","26426","5",
"1927","26427","5",
"1928","26428","5",
"1929","26429","5",
"1930","26430","5",
"1931","26431","5",
"1932","26432","5",
"1933","26433","5",
"1934","26434","5",
"1935","26435","5",
"1936","26436","5",
"1937","26437","5",
"1938","26438","5",
"1939","26439","5",
"1940","26440","5",
"1941","26441","5",
"1942","26442","5",
"1943","26443","5",
"1944","26444","5",
"1945","26445","5",
"1946","26446","5",
"1947","26447","5",
"1948","26448","5",
"1949","26449","5",
"1950","26450","5",
"1951","26451","5",
"1952","26452","5",
"1953","26453","5",
"1954","26454","5",
"1955","26455","5",
"1956","26456","5",
"1957","26457","5",
"1958","26458","5",
"1959","26459","5",
"1960","26460","5",
"1961","26461","5",
"1962","26462","5",
"1963","26463","5",
"1964","26464","5",
"1965","26465","5",
"1966","26466","5",
"1967","26467","5",
"1968","26468","5",
"1969","26469","5",
"1970","26470","5",
"1971","26471","5",
"1972","26472","5",
"1973","26473","5",
"1974","26474","5",
"1975","26475","5",
"1976","26476","5",
"1977","26477","5",
"1978","26478","5",
"1979","26479","5",
"1980","26480","5",
"1981","26481","5",
"1982","26482","5",
"1983","26483","5",
"1984","26484","5",
"1985","26485","5",
"1986","26486","5",
"1987","26487","5",
"1988","26488","5",
"1989","26489","5",
"1990","26490","5",
"1991","26491","5",
"1992","26492","5",
"1993","26493","5",
"1994","26494","5",
"1995","26495","5",
"1996","26496","5",
"1997","26497","5",
"1998","26498","5",
"1999","26499","5",
"2000","26500","5",
"2001","26501","5",
"2002","26502","5",
"2003","26503","5",
"2004","26504","5",
"2005","26505","5",
"2006","26506","5",
"2007","26507","5",
"2008","26508","5",
"2009","26509","5",
"2010","26510","5",
"2011","26511","5",
"2012","26512","5",
"2013","26513","5",
"2014","26514","5",
"2015","26515","5",
"2016","26516","5",
"2017","26517","5",
"2018","26518","5",
"2019","26519","5",
"2020","26520","5",
"2021","26521","5",
"2022","26522","5",
"2023","26523","5",
"2024","26524","5",
"2025","26525","5",
"2026","26526","5",
"2027","26527","5",
"2028","26528","5",
"2029","26529","5",
"2030","26530","5",
"2031","26531","5",
"2032","26532","5",
"2033","26533","5",
"2034","26534","5",
"2035","26535","5",
"2036","26536","5",
"2037","26537","5",
"2038","26538","5",
"2039","26539","5",
"2040","26540","5",
"2041","26541","5",
"2042","26542","5",
"2043","26543","5",
"2044","26544","5",
"2045","26545","5",
"2046","26546","5",
"2047","26547","5",
"2048","26548","5",
"2049","26549","5",
"2050","26550","5",
"2051","26551","5",
"2052","26552","5",
"2053","26553","5",
"2054","26554","5",
"2055","26555","5",
"2056","26556","5",
"2057","26557","5",
"2058","26558","5",
"2059","26559","5",
"2060","26560","5",
"2061","26561","5",
"2062","26562","5",
"2063","26563","5",
"2064","26564","5",
"2065","26565","5",
"2066","26566","5",
"2067","26567","5",
"2068","26568","5",
"2069","26569","5",
"2070","26570","5",
"2071","26571","5",
"2072","26572","5",
"2073","26573","5",
"2074","26574","5",
"2075","26575","5",
"2076","26576","5",
"2077","26577","5",
"2078","26578","5",
"2079","26579","5",
"2080","26580","5",
"2081","26581","5",
"2082","26582","5",
"2083","26583","5",
"2084","26584","5",
"2085","26585","5",
"2086","26586","5",
"2087","26587","5",
"2088","26588","5",
"2089","26589","5",
"2090","26590","5",
"2091","26591","5",
"2092","26592","5",
"2093","26593","5",
"2094","26594","5",
"2095","26595","5",
"2096","26596","5",
"2097","26597","5",
"2098","26598","5",
"2099","26599","5",
"2100","26600","5",
"2101","26601","5",
"2102","26602","5",
"2103","26603","5",
"2104","26604","5",
"2105","26605","5",
"2106","26606","5",
"2107","26607","5",
"2108","26608","5",
"2109","26609","5",
"2110","26610","5",
"2111","26611","5",
"2112","26612","5",
"2113","26613","5",
"2114","26614","5",
"2115","26615","5",
"2116","26616","5",
"2117","26617","5",
"2118","26618","5",
"2119","26619","5",
"2120","26620","5",
"2121","26621","5",
"2122","26622","5",
"2123","26623","5",
"2124","26624","5",
"2125","26625","5",
"2126","26626","5",
"2127","26627","5",
"2128","26628","5",
"2129","26629","5",
"2130","26630","5",
"2131","26631","5",
"2132","26632","5",
"2133","26633","5",
"2134","26634","5",
"2135","26635","5",
"2136","26636","5",
"2137","26637","5",
"2138","26638","5",
"2139","26639","5",
"2140","26640","5",
"2141","26641","5",
"2142","26642","5",
"2143","26643","5",
"2144","26644","5",
"2145","26645","5",
"2146","26646","5",
"2147","26647","5",
"2148","26648","5",
"2149","26649","5",
"2150","26650","5",
"2151","26651","5",
"2152","26652","5",
"2153","26653","5",
"2154","26654","5",
"2155","26672","3",NULL
"2156","26722","18",NULL
"2157","26727","18",NULL
"2158","26728","16",NULL
"2159","26729","16",NULL
"2160","26730","16",NULL
"2161","26731","16",NULL
"2162","26732","16",NULL
"2163","26733","16",NULL
"2164","26734","16",NULL
"2165","26735","16",NULL
"2166","26736","16",NULL
"2167","26737","16",NULL
"2168","26738","16",NULL
"2169","26739","16",NULL
"2170","26740","16",NULL
"2171","26741","16",NULL
"2172","26742","16",NULL
"2173","26743","16",NULL
"2174","26744","16",NULL
"2175","26745","16",NULL
"2176","26746","16",NULL
"2177","26753","18",NULL
"2178","26755","7",NULL
"2179","26763","10",NULL
"2180","26771","10",NULL
"2181","26772","10",NULL
"2182","26773","4",NULL
"2183","26982","4",NULL
"2184","26983","5",NULL
"2185","26984","8",NULL
"2186","26985","6",NULL
"2187","26986","13",NULL
"2188","26987","14",NULL
"2189","26988","9",NULL
"2190","26989","7",NULL
"2191","27007","16",NULL
"2192","27008","16",NULL
"2193","27009","16",NULL
"2194","27010","16",NULL
"2195","27011","16",NULL
"2196","27012","16",NULL
"2197","27013","16",NULL
"2198","27014","16",NULL
"2199","27015","16",NULL
"2200","27016","16",NULL
"2201","27017","16",NULL
"2202","27019","16",NULL
"2203","27020","16",NULL
"2204","27021","16",NULL
"2205","27022","16",NULL
"2206","27024","16",NULL
"2207","27025","16",NULL
"2208","27031","16",NULL
"2209","27032","16",NULL
"2210","27033","16",NULL
"2211","27034","16",NULL
"2212","27035","16",NULL
"2213","27036","16",NULL
"2214","27037","16",NULL
"2215","27038","16",NULL
"2216","27039","16",NULL
"2217","27046","16",NULL
"2218","27047","16",NULL
"2219","27058","15",NULL
"2220","27092","9",NULL
"2221","27107","3",NULL
"2222","27143","8",NULL
"2223","27144","5",NULL
"2224","27148","16",NULL
"2225","27152","18",NULL
"2226","27215","12",NULL
"2227","27245","16",NULL
"2228","27246","16",NULL
"2229","27247","16",NULL
"2230","27248","16",NULL
"2231","27249","16",NULL
"2232","27250","16",NULL
"2233","27251","16",NULL
"2234","27252","16",NULL
"2235","27253","16",NULL
"2236","27254","16",NULL
"2237","27255","16",NULL
"2238","27256","3",NULL
"2239","27353","15",NULL
"2240","27362","8",NULL
"2241","27428","18",NULL
"2242","27486","6",NULL
"2243","27498","16",NULL
"2244","27534","16",NULL
"2245","27535","16",NULL
"2246","27536","16",NULL
"2247","27537","16",NULL
"2248","27539","16",NULL
"2249","27540","16",NULL
"2250","27541","16",NULL
"2251","27542","16",NULL
"2252","27543","16",NULL
"2253","27544","16",NULL
"2254","27545","16",NULL
"2255","27546","16",NULL
"2256","27547","16",NULL
"2257","27548","16",NULL
"2258","27551","8",NULL
"2259","27558","15",NULL
"2260","27575","12",NULL
"2261","27610","16",NULL
"2262","27613","8",NULL
"2263","27614","12",NULL
"2264","27624","8",NULL
"2265","27629","3",NULL
"2300","27800","21",
"2301","27801","21",
"2302","27802","21",
"2303","27803","21",
"2304","27804","21",
"2305","27805","21",
"2306","27806","21",
"2307","27807","21",
"2308","27808","21",
"2309","27809","21",
"2310","27810","21",
"2311","27811","21",
"2312","27812","21",
"2313","27813","21",
"2314","27814","21",
"2315","27815","21",
"2316","27816","21",
"2317","27817","21",
"2318","27818","21",
"2319","27819","21",
"2320","27820","21",
"2321","27821","21",
"2322","27822","21",
"2323","27823","21",
"2324","27824","21",
"2325","27825","21",
"2326","27826","21",
"2327","27827","21",
"2328","27828","21",
"2329","27829","21",
"2330","27830","21",
"2331","27831","21",
"2332","27832","21",
"2333","27833","21",
"2334","27834","21",
"2335","27835","21",
"2336","27836","21",
"2337","27837","21",
"2338","27838","21",
"2339","27839","21",
"2340","27840","21",
"2341","27841","21",
"2342","27842","21",
"2343","27843","21",
"2344","27844","21",
"2345","27845","21",
"2346","27846","21",
"2347","27847","21",
"2348","27848","21",
"2349","27849","21",
"2350","27850","21",
"2351","27851","21",
"2352","27852","21",
"2353","27853","21",
"2354","27854","21",
"2355","27855","21",
"2356","27856","21",
"2357","27857","21",
"2358","27858","21",
"2359","27859","21",
"2360","27860","21",
"2361","27861","21",
"2362","27862","21",
"2363","27863","21",
"2364","27864","21",
"2365","27865","21",
"2366","27866","21",
"2367","27867","21",
"2368","27868","21",
"2369","27869","21",
"2370","27870","21",
"2371","27871","21",
"2372","27872","21",
"2373","27873","21",
"2374","27874","21",
"2375","27875","21",
"2376","27876","21",
"2377","27877","21",
"2378","27878","21",
"2379","27879","21",
"2380","27880","21",
"2381","27881","21",
"2382","27882","21",
"2383","27883","21",
"2384","27884","21",
"2385","27885","21",
"2386","27886","21",
"2387","27887","21",
"2388","27888","21",
"2389","27889","21",
"2390","27890","21",
"2391","27891","21",
"2392","27892","21",
"2393","27893","21",
"2394","27894","21",
"2395","27895","21",
"2396","27896","21",
"2397","27897","21",
"2398","27898","21",
"2399","27899","21",
"2400","27900","21",
"2401","27901","21",
"2402","27902","21",
"2403","27903","21",
"2404","27904","21",
"2405","27905","21",
"2406","27906","21",
"2407","27907","21",
"2408","27908","21",
"2409","27909","21",
"2410","27910","21",
"2411","27911","21",
"2412","27912","21",
"2413","27913","21",
"2414","27914","21",
"2415","27915","21",
"2416","27916","21",
"2417","27917","21",
"2418","27918","21",
"2419","27919","21",
"2420","27920","21",
"2421","27921","21",
"2422","27922","21",
"2423","27923","21",
"2424","27924","21",
"2425","27925","21",
"2426","27926","21",
"2427","27927","21",
"2428","27928","21",
"2429","27929","21",
"2430","27930","21",
"2431","27931","21",
"2432","27932","21",
"2433","27933","21",
"2434","27934","21",
"2435","27935","21",
"2436","27936","21",
"2437","27937","21",
"2438","27938","21",
"2439","27939","21",
"2440","27940","21",
"2441","27941","21",
"2442","27942","21",
"2443","27943","21",
"2444","27944","21",
"2445","27945","21",
"2446","27946","21",
"2447","27947","21",
"2448","27948","21",
"2449","27949","21",
"2450","27950","21",
"2451","27951","21",
"2452","27952","21",
"2453","27953","21",
"2454","27954","21",
"2455","27955","21",
"2456","27956","21",
"2457","27957","21",
"2458","27958","21",
"2459","27959","21",
"2460","27960","21",
"2461","27961","21",
"2462","27962","21",
"2463","27963","21",
"2464","27964","21",
"2465","27965","21",
"2466","27966","21",
"2467","27967","21",
"2468","27968","21",
"2469","27969","21",
"2470","27970","21",
"2471","27971","21",
"2472","27972","21",
"2473","27973","21",
"2474","27974","21",
"2475","27975","21",
"2476","27976","21",
"2477","27977","21",
"2478","27978","21",
"2479","27979","21",
"2480","27980","21",
"2481","27981","21",
"2482","27982","21",
"2483","27983","21",
"2484","27984","21",
"2485","27985","21",
"2486","27986","21",
"2487","27987","21",
"2488","27988","21",
"2489","27989","21",
"2490","27990","21",
"2491","27991","21",
"2492","27992","21",
"2493","27993","21",
"2494","27994","21",
"2495","27995","21",
"2496","27996","21",
"2497","27997","21",
"2498","27998","21",
"2499","27999","21",
"2500","28000","21",
"2501","28001","21",
"2502","28002","21",
"2503","28003","21",
"2504","28004","21",
"2505","28005","21",
"2506","28006","21",
"2507","28007","21",
"2508","28008","21",
"2509","28009","21",
"2510","28010","21",
"2511","28011","21",
"2512","28012","21",
"2513","28013","21",
"2514","28014","21",
"2515","28015","21",
"2516","28016","21",
"2517","28017","21",
"2518","28018","21",
"2519","28019","21",
"2520","28020","21",
"2521","28021","21",
"2522","28022","21",
"2523","28023","21",
"2524","28024","21",
"2525","28025","21",
"2526","28026","21",
"2527","28027","21",
"2528","28028","21",
"2529","28029","21",
"2530","28030","21",
"2531","28031","21",
"2532","28032","21",
"2533","28033","21",
"2534","28034","21",
"2535","28035","21",
"2536","28036","21",
"2537","28037","21",
"2538","28038","21",
"2539","28039","21",
"2540","28040","21",
"2541","28041","21",
"2542","28042","21",
"2543","28043","21",
"2544","28044","21",
"2545","28045","21",
"2546","28046","21",
"2547","28047","21",
"2548","28048","21",
"2549","28049","21",
"2550","28050","21",
"2551","28051","21",
"2552","28052","21",
"2553","28053","21",
"2554","28054","21",
"2555","28055","21",
"2556","28056","21",
"2557","28057","21",
"2558","28058","21",
"2559","28059","21",
"2560","28060","21",
"2561","28061","21",
"2562","28062","21",
"2563","28063","21",
"2564","28064","21",
"2565","28065","21",
"2566","28066","21",
"2567","28067","21",
"2568","28068","21",
"2569","28069","21",
"2570","28070","21",
"2571","28071","21",
"2572","28072","21",
"2573","28073","21",
"2574","28074","21",
"2575","28075","21",
"2576","28076","21",
"2577","28077","21",
"2578","28078","21",
"2579","28079","21",
"2580","28080","21",
"2581","28081","21",
"2582","28082","21",
"2583","28083","21",
"2584","28084","21",
"2585","28085","21",
"2586","28086","21",
"2587","28087","21",
"2588","28088","21",
"2589","28089","21",
"2590","28090","21",
"2591","28091","21",
"2592","28092","21",
"2593","28093","21",
"2594","28094","21",
"2595","28095","21",
"2596","28096","21",
"2597","28097","21",
"2598","28098","21",
"2599","28099","21",
"2600","28100","21",
"2601","28101","21",
"2602","28102","21",
"2603","28103","21",
"2604","28104","21",
"2605","28105","21",
"2606","28106","21",
"2607","28107","21",
"2608","28108","21",
"2609","28109","21",
"2610","28110","21",
"2611","28111","21",
"2612","28112","21",
"2613","28113","21",
"2614","28114","21",
"2615","28115","21",
"2616","28116","21",
"2617","28117","21",
"2618","28118","21",
"2619","28119","21",
"2620","28120","21",
"2621","28121","21",
"2622","28122","21",
"2623","28123","21",
"2624","28124","21",
"2625","28125","21",
"2626","28126","21",
"2627","28127","21",
"2628","28128","21",
"2629","28129","21",
"2630","28130","21",
"2631","28131","21",
"2632","28132","21",
"2633","28133","21",
"2634","28134","21",
"2635","28135","21",
"2636","28136","21",
"2637","28137","21",
"2638","28138","21",
"2639","28139","21",
"2640","28140","21",
"2641","28141","21",
"2642","28142","21",
"2643","28143","21",
"2644","28144","21",
"2645","28145","21",
"2646","28146","21",
"2647","28147","21",
"2648","28148","21",
"2649","28149","21",
"2650","28150","21",
"2651","28151","21",
"2652","28152","21",
"2653","28153","21",
"2654","28154","21",
"2655","28155","21",
"2656","28156","21",
"2657","28157","21",
"2658","28158","21",
"2659","28159","21",
"2660","28160","21",
"2661","28161","21",
"2662","28162","21",
"2663","28163","21",
"2664","28164","21",
"2665","28165","21",
"2666","28166","21",
"2667","28167","21",
"2668","28168","21",
"2669","28169","21",
"2670","28170","21",
"2671","28171","21",
"2672","28172","21",
"2673","28173","21",
"2674","28174","21",
"2675","28175","21",
"2676","28176","21",
"2677","28177","21",
"2678","28178","21",
"2679","28179","21",
"2680","28180","21",
"2681","28181","21",
"2682","28182","21",
"2683","28183","21",
"2684","28184","21",
"2685","28185","21",
"2686","28186","21",
"2687","28187","21",
"2688","28188","21",
"2689","28189","21",
"2690","28190","21",
"2691","28191","21",
"2692","28192","21",
"2693","28193","21",
"2694","28194","21",
"2695","28195","21",
"2696","28196","21",
"2697","28197","21",
"2698","28198","21",
"2699","28199","21",
"2700","28200","21",
"2701","28201","21",
"2702","28202","21",
"2703","28203","21",
"2704","28204","21",
"2705","28205","21",
"2706","28206","21",
"2707","28207","21",
"2708","28208","21",
"2709","28209","21",
"2710","28210","21",
"2711","28211","21",
"2712","28212","21",
"2713","28213","21",
"2714","28214","21",
"2715","28215","21",
"2716","28216","21",
"2717","28217","21",
