"ShopID","ShopName","Address","Landmark","Area","City","Pincode","Latitude","Longitude","State","StartTime","EndTime","OpenMonday","OpenTuesday","OpenWednesday","OpenThursday","OpenFriday","OpenSaturday","OpenSunday","CheckOpen","StorePhoneAreaCode","StorePhoneNumber","MerchantID","ShopAddDate","MallFlag","ShopActive","ShopSource","ShopSourceValue","ShopAddedBy","ShopEditedBy","ShopLastEdited"
"1938","Designer Creation","376, Karanjiya Bldg., Shop No.1/7, Opp.Metro Shoes, M.S.Ali Road,",,"Grant Road East","Mumbai","400007","18.961646","72.820344","Maharashtra","11:15","21:15","1","1","1","1","1","1","1",NULL,NULL,"9920253755","1832","2015-12-23","N",NULL,NULL,NULL,NULL,NULL,NULL
"1939","Favourite Furnishings & Mattresses","560, M.S. Ali Road, Shop No.6, Near Novelty Cinema,",,"Grant Road East","Mumbai","400007","18.963012","72.819605","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"02265500114","1833","2015-12-23","N",NULL,NULL,NULL,NULL,NULL,NULL
"1940","Bichhavat   Mattresses & Furnishings ","Shop No.2, Jobanputra Compound Opp. Fire Brigade, Nana Chowk,",,"Grant Road East","Mumbai","400007","18.964831","72.808526","Maharashtra","09:00","21:00","0","1","1","1","1","1","1",NULL,NULL,"02227906123","1834","2015-12-23","N",NULL,NULL,NULL,NULL,NULL,NULL
"1941","Parth For Mens","Shop No.18, A.B. Haji Habib Bldg., Naigaum Cross Road.",,"Dadar East","Mumbai","400014","19.014975","72.84474","Maharashtra","10:00","21:00","1","0","1","1","1","1","1",NULL,NULL,"9022632221","1835","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1942","Gulzars Hair Lounge Unisex Salon","Shop No.22, J.P. Road, Opp.Indian Oil Nagar, ",,"Andheri West","Mumbai","400053","19.126928","72.829131","Maharashtra","09:00","21:30","1","0","1","1","1","1","1",NULL,NULL,"9769694637","1836","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1943","Tongs Salon (Unisex Salon)","Shop No.48, Sai Kanwal Complex, Indira Nagar, J.P Road,","Opp. Indian Oil","Andheri West","Mumbai","400053","19.126794","72.829122","Maharashtra","10:30","20:30","1","0","1","1","1","1","1",NULL,NULL,"7506021242","1837","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1944","Gift  Plaza","94, Shop No.5, Vasanji Park, Naigaon Cross Road, Naigaon, ",,"Dadar East","Mumbai","400014","19.017792","72.844347","Maharashtra","10:30","22:30","1","1","1","1","1","1","1",NULL,NULL,"9323937979","1838","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1945","Vijay Silk Palace","427, Vijay Plaza, Opp. Novelty Cinema, ",,"Grant Road East","Mumbai","400007","18.961392","72.817887","Maharashtra","11:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"02223860708","1839","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1946","Yuva Fashion - Nakshatra, Dadar Dadar West","Ranade Road",,"Dadar West","Mumbai","400028","19.0199268","72.8412771","Maharashtra","10:00:00","21:00:00","1","1","1","1","1","1","1",NULL,NULL,"2224333772","1840","2015-12-24","Y",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1947","Arihant Furnishing","Shop No.45, Akhil Bharat Bhavan, Opp.Sonawala Bldg. No.3, Tardeo,   ","Near Diana Theatre","Tardeo Kurla","Mumbai","400034","18.970342","72.817390","Maharashtra","10:00","20:00","0","1","1","1","1","1","1",NULL,NULL,"02269999499","1841","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1948","Super  Mattresses","New Municipal Bldg., Shop No.1, Opp.Fire Brigade, Nana Chowk,",,"Grant Road West","Mumbai","400007","18.962556","72.814805","Maharashtra","09:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"9821283222","1842","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1949","Bombay Mattresses","Shop No.1, Nana Chowk, Near B.M.C, D-Ward Office,",,"Grant Road West","Mumbai","400007","18.962556","72.814805","Maharashtra","09:00","21:00","0","1","1","1","1","1","1",NULL,NULL,"02223817786","1843","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1950","Sequeira Collection","228-A, Shireen Mansion, Near Ganga Jamuna Theatre, Tardeo Road, ",,"Grant Road West","Mumbai","400007","18.967188","72.814435","Maharashtra","10:00","20:00","0","1","1","1","1","1","1",NULL,NULL,"02223531395","1844","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1951","Sequeira Collection","228-A, Shireen Mansion, Near Ganga Jamuna Theatre, Tardeo Road, ",,"Grant Road West","Mumbai","400007","18.967188","72.814435","Maharashtra","10:00","20:00","0","1","1","1","1","1","1",NULL,NULL,"02223531395","1844","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1952","Brijwasi The Sweet People","Shop No.1, 305,Vidya Chamber, 18, Tardeo Road, Nana Chowk,",,"Grant Road West","Mumbai","400007","18.962556","72.814805","Maharashtra","08:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"0222818964","1845","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1953","Eye Nest","Shop No.1, Rajbhavan Palace, Opp. Katak Mahindra Bank, L.T Road, ",,"Borivali West","Mumbai","400092","19.228733","72.851296","Maharashtra","09:30","21:30","1","1","1","1","1","1","1",NULL,NULL,"2228332549","1846","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1954","GOURI  Mattress & Furnishing","7, Tulsi Baug, Opp.Veer Savarkar Garden, L.T Road,",,"Borivali West","Mumbai","400092","19.228439","72.849741","Maharashtra","09:30","21:30","1","1","1","1","0","1","1",NULL,NULL,"2228980500","1847","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1955","GOURI Furnishing","7, Tulsi Baug Bldg., Opp.Veer Savarkar Garden, L.T. Road, ",,"Borivali West","Mumbai","400092","19.228442","72.849757","Maharashtra","09:00","22:00","1","1","1","1","0","1","1",NULL,NULL,"2228984540","1848","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1956","D.D. Foam & Fabrics","Kalpana Bldg., C-Wing, Near New India Co-op Bank, Punjabi Lane, ",,"Borivali West","Mumbai","400092","19.229839","72.852644","Maharashtra","09:15","19:46","0","1","1","1","1","1","1",NULL,NULL,"9930413954","1849","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1957","Little  Wonder ","Shop No.A/1, Star Galaxy, Opp.Veer Savarkar Udyan, L.T.Road, ",,"Borivali West","Mumbai","400092","19.228596","72.85004","Maharashtra","10:00","21:30","1","1","1","1","0","1","1",NULL,NULL,"2228957188","1850","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1958","Classic Furniture","8/A-1, Jai Punit Nagar, S.V. Road, Near Poisar Bus Stop,",,"Borivali West","Mumbai","400092","19.215186","72.85095","Maharashtra","10:30","21:30","1","1","1","1","0","1","1",NULL,NULL,"2228623179","1851","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1959","Krishna Furniture","Shop No.5, Om Sagar Bldg, Near Apex Hospital, Chandavarkar Road, ",,"Borivali West","Mumbai","400092","19.231018","72.852067","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"2228952151","1852","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1960","D - Smart  Kitchen & Interior","41, Nalekar Estate, Near Poisar Bridge, S.V.Road,",,"Kandivali West","Mumbai","400067","19.212806","72.851787","Maharashtra","10:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"02228660786","1853","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1961","Ronak Sales","Shop No.2, Kalyanji Dhanji Bldg. 16, Poisar S.V. Road, Near Red Indian Restaurant,  ",,"Kandivali West","Mumbai","400067","19.212041","72.851677","Maharashtra","09:30","20:00","1","1","1","1","0","1","1",NULL,NULL,"8080341955","1854","2015-12-24","N",NULL,NULL,NULL,NULL,NULL,NULL
"1962","Wonder Living Furniture & Interior","15/A-1, Jai Punit Nagar, S.V Road, ","Poisar Bus Depot","Borivali West","Mumbai","400092","19.215396","72.851072","Maharashtra","11:00","21:30","1","1","1","1","0","1","1",NULL,NULL,"7678009654","1855","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1963","Om Sai Furniture","Shop No.22, Building No.A-1, Shree Punit Nagar No.3, S.V. Road,","Poisar Bus Depot","Borivali West","Mumbai","400092","19.216401","72.851126","Maharashtra","10:30","22:30","1","1","1","1","1","1","1",NULL,NULL,"22228618855","1856","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1964","Elegant Furnishing","11, Rajesh Bldg., Royal Complex, Opp. Mayur Tower, Eksar Road,",,"Borivali West","Mumbai","400092","19.231203","72.847776","Maharashtra","10:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"2228956987","1857","2015-12-24","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1965","Punch Furnishing","Sea Field, Anand Nagar, C.S. Road, Near Dahisar Petrol Pump,  ","Opp. Jarimari Garden","Dahisar East","Mumbai","400068","19.254814","72.864353","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"2228282710","1858","2015-12-28","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1966","Om Salon & Spa (Unisex)","Shop No.9, Kashinath Patil Chawl, Marve Road, ","Opp. Loop Gallery","Malad West","Mumbai","400064","19.191953","72.846920","Maharashtra","07:30","22:00","1","1","1","1","1","1","1",NULL,NULL,"02228083050","1859","2015-12-28","N",NULL,NULL,NULL,NULL,NULL,NULL
"1967","Neo Dynamic","G-3/4, Simlim Square, Gr.Floor, D.B. Marg, Lamington Road,",,"Grant Road East","Mumbai","400007","18.960647","72.817390","Maharashtra","10:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"02223861215","1860","2015-12-28","N",NULL,NULL,NULL,NULL,NULL,NULL
"1968","R. K. Electronics","S.V Road, Opp. Axis Bank, ",,"Malad West ","Mumbai","400064","19.190655","72.846846","Maharashtra","09:30","20:30","1","1","1","1","0","1","1",NULL,NULL,"02228881431","1861","2015-12-28","N",NULL,NULL,NULL,NULL,NULL,NULL
"1969","Optic Plus","Shop No.7, Nandanvan, Kanderpada, B.P. Road, ",,"Dahisar West","Mumbai","400068","19.254585","72.854962","Maharashtra","10:30","21:00","1","1","1","1","1","1","1",NULL,NULL,"2228945940","1862","2015-12-29","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1970","Atharva Opticians","Shop No.3, Sagar Apt., Raghunath Mhatre Road, ","Near Vitthal Mandir","Dahisar West","Mumbai","400068","19.25488","72.857469","Maharashtra","09:30","21:30","1","1","1","1","1","1","1",NULL,NULL,"2228908499","1863","2015-12-29","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1971","Impression  Furnishing & Mattresses","Anand Nagar, Bldg. No.A/1, Shop No. 4,  ",,"Dahisar East","Mumbai","400068","19.255749","72.86462","Maharashtra","09:30","21:30","1","1","1","1","1","1","1",NULL,NULL,"9987752101","1864","2015-12-29","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1972","Shoe Choice family Footwear","Shop No.1, Ganesh Anand Bldg, Anand Nagar, C.S. Road,",,"Dahisar East","Mumbai","400066","19.255708","72.86462","Maharashtra","09:00","22:00","1","0","1","1","1","1","1",NULL,NULL,"2228484578","1865","2015-12-29","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1973","Nakoda Grills & Kitchen House","Shop No.2A, Old Hilda Cottage, L.M. Road, Navagaon,  ","Opp. Syndicate Bank","Dahisar West","Mumbai","400068","19.253244","72.854132","Maharashtra","09:30","21:00","0","1","1","1","1","1","1",NULL,NULL,"2228913932","1866","2015-12-29","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1974","Health & Fitness GYM","Near R.M. Motor, Navagaon,",,"Dahisar West","Mumbai","400068","19.252436","72.854031","Maharashtra","06:00","23:00","0","1","1","1","1","1","1",NULL,NULL,"9820584021","1867","2015-12-29","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1975","Light On","Shop No.1, Nishalle CHS., L.M. Road, Kanderpada, ",,"Dahisar West","Mumbai","400096","19.253252","72.854157","Maharashtra","10:30","20:30","0","1","1","1","1","1","1",NULL,NULL,"9819854454","1868","2015-12-29","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1976","Shiv Shakti Hardware","Opp. Mahestick Hotel, L.M.Road, Kandarpada,",,"Dahisar West","Mumbai","400068","19.254089","72.853945","Maharashtra","09:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"2232259546","1869","2015-12-29","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1977","Zamkudi","473, Unwala Bldg., Shop No.4, ",,"Grant Road East","Mumbai","400007","18.962009","72.817539","Maharashtra","10:30","21:30","1","1","1","1","1","0","1",NULL,NULL,"02223810430","1870","2015-12-29","N",NULL,NULL,NULL,NULL,NULL,NULL
"1978","Turning Point","Shop No.3, Unwala Bldg., Lamington Road, ",,"Grant Road East","Mumbai","400007","18.961927","72.817568","Maharashtra","10:30","20:30","1","1","1","1","1","1","1",NULL,NULL,"02223821827","1871","2015-12-29","N",NULL,NULL,NULL,NULL,NULL,NULL
"1979","Manibhadra  Ply & Veneers","Shop No.5, Saraswati Bhavan, Near Minerva Cinema, Lamington Road,",,"Grant Road East","Mumbai","400007","18.964844","72.818693","Maharashtra","10:00","21:00","0","1","1","1","1","1","1",NULL,NULL,"9967566612","1872","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1980","Kuts & More Unisex Salon","Shop No.3/3, Navjivan Commercial Society, Lamington Road, ",,"Mumbai Central East","Mumbai","400008","18.966120","72.819257","Maharashtra","11:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"02223070281","1873","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1981","Vicky Acry -  Plast","Shop No.3, Narotam Nawas, 308, J.D Road, Nana Chowk,","Opp. Adarsh Mithai Mandir","Grant Road West","Mumbai","400007","18.962583","72.813507","Maharashtra","09:30","21:30","1","1","1","1","1","1","1",NULL,NULL,"9004937727","1874","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1982","99 Deals.in Laptops And Desktops","323, Abid House, Shop No.1-2, Gr. Floor, Lamington Road,","Opp. Police Station","Grant Road East","Mumbai","400007","18.961086","72.817141","Maharashtra","11:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"02233152233","1875","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1983","Liberty Veneers","3, Ness Baug, Nana Chowk, ",,"Grant Road West","Mumbai","400007","18.963297","72.813143","Maharashtra","10:00","20:00","0","1","1","1","1","1","1",NULL,NULL,"02223865900","1876","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1984","LAMART ","C/11, Nass Baug Compound, Nana Chowk,","Near Shetty Hotel","Grant Road West","Mumbai","400007","18.962122","72.814061","Maharashtra","10:00","20:00","0","1","1","1","1","1","1",NULL,NULL,"02223864100","1877","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1985","Om Sai Electronics","326, K.K. Bldg., Lamington Road, Next to D.B. Marg Police Station,",,"Grant Road East","Mumbai","400007","18.961148","72.817412","Maharashtra","10:00","21:00","0","1","1","1","1","1","1",NULL,NULL,"02223866367","1878","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1986","R. R. Computers","Shop No.4/A, Gr.Floor, Ahmed Mansion, Chunam Lane, Lamingtom Road, ",,"Grant Road East","Mumbai","400007","18.960302","72.817102","Maharashtra","11:00","21:00","0","1","1","1","1","1","1",NULL,NULL,"02233157991","1879","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1987","My Lappy Shop","396/410 Terrace, Shop No.10B, Gr. Floor, Lamington Road, ","Opp. Imperial Cinema","Grant Road East","Mumbai","400004","18.959007","72.816881","Maharashtra","11:30","20:30","1","0","1","1","1","1","1",NULL,NULL,"02233156454","1880","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1988","Lakme Salon","Opp. Navjivan Society, Lamington Road,",,"Mumbai Central East","Mumbai","400007","18.965444","72.819388","Maharashtra","10:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"02232994170","1881","2015-12-30","N",NULL,NULL,NULL,NULL,NULL,NULL
"1989","Central Brand - Oberoi, Goregaron(E) Goregaon East","Oberoi Garden City, Off Western Express Highway",,"Goregaon East","Mumbai","400063","19.174058","72.8607464","Maharashtra","11:00:00","21:00:00","1","1","1","1","1","1","1",NULL,NULL,,"1882","2015-12-30","Y",NULL,NULL,NULL,NULL,NULL,NULL
"1990","Central Brand - Raghuleela Mall - Vashi Vashi","S Pranavanandji Marg, Sector-30 A",,"Vashi","Mumbai",,"19.0637909","72.9967835","Maharashtra","09:00:00","22:30:00","1","1","1","1","1","1","1",NULL,NULL,,"1882","2015-12-30","Y",NULL,NULL,NULL,NULL,NULL,NULL
"1991","Central Brand - R Mall, Thane(W) Thane West","Ghodbunder Road",,"Thane West","Mumbai","400607","19.2302458","72.9750249","Maharashtra","10:00:00","22:00:00","1","1","1","1","1","1","1",NULL,NULL,,"1882","2015-12-30","Y",NULL,NULL,NULL,NULL,NULL,NULL
"1992","fbb STORES - Orchid City Centre Mumbai Central East","No 265 Belasis Road",,"Mumbai Central East","Mumbai","400008","18.9675356","72.8214215","Maharashtra","10:00:00","22:00:00","1","1","1","1","1","1","1",NULL,NULL,,"1883","2015-12-30","Y",NULL,NULL,NULL,NULL,NULL,NULL
"1993","fbb STORES - K Stars, Chembur Chembur East","V N Purav Marg, Sion Trombay Highway","Near Diamond Garden","Chembur","Mumbai","400071","19.0523006","72.8994656","Maharashtra","10:00:00","20:00:00","1","1","1","1","1","1","1",NULL,NULL,,"1883","2015-12-30","Y",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1994","fbb STORES - Star Mall, Dadar Dadar West","N. C. Kelkar Road, Near Shivaji Mandi","Opp. Plaza Cinema","Dadar West","Mumbai","400028","19.0229798","72.8395799","Maharashtra","09:00:00","21:00:00","1","1","1","1","1","1","1",NULL,NULL,,"1883","2015-12-30","Y",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1995","Shoppers Stop - Inorbit, Malad Malad West","Link Road",,"Malad West","Mumbai","400064","19.172505","72.836174","Maharashtra","11:00:00","21:30:00","1","1","1","1","1","1","1",NULL,NULL,,"1884","2015-12-30","Y",NULL,NULL,NULL,NULL,NULL,NULL
"1996","Shoppers Stop - Viviana, Thane Thane West","Upper Basement, Eastern Express Highway"," Beside Jupiter Hospital","Thane West","Mumbai","400606","19.2086746","72.9693355","Maharashtra","11:00:00","22:00:00","1","1","1","1","1","1","1",NULL,NULL,,"1884","2015-12-30","Y",NULL,NULL,NULL,NULL,NULL,NULL
"1997","Shoppers Stop - Inorbit, Vashi Vashi","Sector 30A",,"Vashi","Mumbai","400705","19.0655774","73.0007516","Maharashtra","11:00:00","21:30:00","1","1","1","1","1","1","1",NULL,NULL,,"1884","2015-12-30","Y",NULL,NULL,NULL,NULL,NULL,NULL
"1998","Lifestyle - RCity, Ghatkopar Ghatkopar West","3rd Floor, LBS Marg",,"Ghatkopar West","Mumbai","400086","19.0996921","72.9163115","Maharashtra","11:00:00","21:30:00","1","1","1","1","1","1","1",NULL,NULL,,"1885","2015-12-31","Y",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"1999","Lifestyle - Oberoi, Goregaron(E) Goregaon East","Oberoi Garden City, Off Western Express Highway",,"Goregaon East","Mumbai","400063","19.174058","72.8607464","Maharashtra","11:00:00","21:00:00","1","1","1","1","1","1","1",NULL,NULL,,"1885","2015-12-31","Y",NULL,NULL,NULL,NULL,NULL,NULL
"2000","Lifestyle - Inorbit, Malad Malad West","Link Road",,"Malad West","Mumbai","400064","19.172505","72.836174","Maharashtra","11:00:00","21:30:00","1","1","1","1","1","1","1",NULL,NULL,,"1885","2015-12-31","Y",NULL,NULL,NULL,NULL,NULL,NULL
"2001","Lifestyle - Viviana, Thane Thane West","Upper Basement, Eastern Express Highway"," Beside Jupiter Hospital","Thane West","Mumbai","400606","19.2086746","72.9693355","Maharashtra","11:00:00","22:00:00","1","1","1","1","1","1","1",NULL,NULL,,"1885","2015-12-31","Y",NULL,NULL,NULL,NULL,NULL,NULL
"2002","EAGLEBOYSPIZZA","Shop 13, C- Wing, Lake Home Complex, IRB Road, Chandivali Farm Rd, Powai, ",,"Andheri East","Mumbai","400076","19.113982","72.899515","Maharashtra","10:00","23:00","1","1","1","1","1","1","1",NULL,NULL,"2241222212","1886","2015-12-31","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2003","REVIVE Multi Specialist Clinic","Shop No.3, Shree Lucky Tower Co Operative Society, M.G. Cross Rd Number 4, ",,"Kandivali West","Mumbai","400067","19.201280","72.842259","Maharashtra","10:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"9619758202","1889","2015-12-31","N",NULL,NULL,NULL,NULL,NULL,NULL
"2004","POISON Anti Aging Clinic","Bungalow No.83, 4 Bungalow,",,"Andheri West","Mumbai","400053","19.127385","72.823608","Maharashtra","11:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"8103222333","1890","2015-12-31","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2005","Mayur Plywood","Shop No.3, Ekta Villa, M.G. Road, ",,"Borivali East","Mumbai","400066","19.231321","72.862153","Maharashtra","10:00","19:30","0","1","1","1","1","1","1",NULL,NULL,"2228092786","1891","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2006","A to Z  Furnishing & Mattresses","Konya Bldg, Shop No.3, Shantivan, Near National Park,",,"Borivali East","Mumbai","400066","19.233666","72.864036","Maharashtra","10:00","21:00","1","0","1","1","1","1","1",NULL,NULL,"9757296686","1892","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2007","Yash Opticians","Shop No.2, Hanuman Co.op. Society, Maruti Nagar, Ashokvan,",,"Dahisar East","Mumbai","400068","19.242689","72.866954","Maharashtra","10:00","22:00","1","0","1","1","1","1","1",NULL,NULL,"9833828644","1893","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2008","Maharashtra  Furnishing & Mattresses","Shop No.1, Jaitun B Chawl, M.G. Road, ",,"Borivali East","Mumbai","400066","19.231482","72.86007","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"2228091854","1894","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2009","National Mattresses & Furnishing","Shop No.2, Lala Traders, Ambawadi S.V. Road, ",,"Dahisar East","Mumbai","400068","19.240935","72.859682","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"9969313711","1895","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2010","Diamond Furniture","Shop No.12, S.V. Road, Ambawadi, ",,"Dahisar East","Mumbai","400068","19.239795","72.859418","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"9821657861","1896","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2011","Time N Style ","Shop No.6, S.V. Road, Ambawadi, Near New Flyover,",,"Dahisar East","Mumbai","400068","19.239593","72.859412","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"9820567587","1897","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2012","Car Sajaawat","Shop No.7, Manish Apartment, S.V.P. Road,",,"Borivali West","Mumbai","400092","19.23565","72.855225","Maharashtra","09:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"9967105422","1898","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2013","Care - O - Car","Shop No.5, Nimesh Kunj, Mandpeshwar Road,","Opp. Jain Mandir","Borivali West","Mumbai","400092","19.236093","72.855176","Maharashtra","10:30","21:00","1","1","1","1","1","1","1",NULL,NULL,"2228939527","1899","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2014","Bhakti Car Shringar ","Shop No.3, Shreenath Apts., Mandapeshwar Road, Near Dahisar Flyover, Borivali West",,"Borivali West","Mumbai","400092","19.2366190","72.8550580","Maharashtra","10:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"2232436688","1900","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2015","Shree Chamunda Ceramics","Shop No.9, Poona Hira Bharwad Chawl, S.V. Road, Dahisar East","Opp. Ravindra Hotel","Dahisar East","Mumbai","400068","19.2513690","72.8637430","Maharashtra","09:00","21:00","1","1","1","1","1","1","1",NULL,NULL,"28486506","1901","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2016","Kings  NX  Collection","Bungalow No.64/67, Mhada Layout RSC No.13, Gorai Part-2, ","Near Mangal Murti Hospital","Borivali West","Mumbai","400092","19.226422","72.828639","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"2232198809","1902","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2017","Jeans Point","226, Shree Vinayak CHS., Shop No.5, Sector-5, Charkop,",,"Kandivali West","Mumbai","400067","19.218318","72.828726","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"02228673074","1903","2016-01-04","N",NULL,NULL,NULL,NULL,NULL,NULL
"2018","Shiv Steel Emporium","Amruta Bldg., Plot No.224, Shop No.10, Sector-5, Charkop Market,","Opp. Lalit Bakery","Kandivali West","Mumbai","400067","19.215282","72.828276","Maharashtra","08:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"02228698538","1904","2016-01-04","N",NULL,NULL,NULL,NULL,NULL,NULL
"2019","My Choice Bags","Shop No.3, Haji Kasam Chawl, Bharucha Road, ",,"Dahisar East","Mumbai","400068","19.248929","72.862312","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"8879020568","1905","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2020","Prathan Home  Appliance","Shop No.7 A, Maniben Chawl, Bharucha Road, Dahisar East",,"Dahisar East","Mumbai","400068","19.2492110","72.8619330","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"9029828211","1906","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
"2021","Mallika Boutique","7/B, Maniben Chawl, Bharuch Road, ",,"Dahisar East","Mumbai","400068","19.249258","72.862772","Maharashtra","10:00","22:00","1","1","1","1","1","1","1",NULL,NULL,"9594124293","1907","2016-01-04","N",NULL,NULL,NULL,NULL,"Monish","2016-02-09 00:00:00"
