OfferID,ShopID
23269,2064
23269,2065
23269,2066
23269,2067
23270,2068
23271,2069
23272,2070
23273,2071
23274,2072
23275,2073
23276,2074
23277,2075
23278,2076
23279,2077
23300,2100
23301,2101
23302,2102
23303,2103
23304,2104
23305,2105
23306,2106
23307,2107
23308,2108
23309,2109
23310,2110
23311,2111
23312,2112
23313,2113
23314,2114
23315,2115
23316,2116
23317,2117
23318,2118
23319,2119
23320,2120
23321,2121
23322,2122
23323,2123
23324,2124
23325,2125
23326,2126
23327,2127
23328,2128
23329,2129
23330,2130
23331,2131
23332,2132
23333,2133
23334,2134
23335,2135
23336,2136
23337,2137
23338,2138
23339,2139
23340,2140
23341,2141
23342,2142
23343,2143
23344,2144
23345,2145
23346,2146
23347,2147
23348,2148
23349,2149
23350,2150
23351,2151
23352,2152
23353,2153
23354,2154
23355,2155
23356,2156
23357,2157
23358,2158
23359,2159
23360,2160
23361,2161
23362,2162
23363,2163
23364,2164
23365,2165
23366,2166
23367,2167
23368,2168
23369,2169
23370,2170
23371,2171
23372,2172
23373,2173
23374,2174
23375,2175
23376,2176
23377,2177
23378,2178
23379,2179
23380,2180
23381,2181
23382,2182
23383,2183
23384,2184
23385,2185
23386,2186
23387,2187
23388,2188
23389,2189
23390,2190
23391,2191
23392,2192
23393,2193
23394,2194
23395,2195
23396,2196
23397,2197
23398,2198
23399,2199
23400,2200
23401,2201
23402,2202
23403,2203
23404,2204
23405,2205
23406,2206
23407,2207
23408,2208
23409,2209
23410,2210
23411,2211
23412,2212
23413,2213
23414,2214
23415,2215
23416,2216
23417,2217
23418,2218
23419,2219
23420,2220
23421,2221
23422,2222
23423,2223
23424,2224
23425,2225
23426,2226
23427,2227
23428,2228
23429,2229
23430,2230
23431,2231
23432,2232
23433,2233
23434,2234
23435,2235
23436,2236
23437,2237
23438,2238
23439,2239
23440,2240
23441,2241
23442,2242
23443,2243
23444,2244
23445,2245
23446,2246
23447,2247
23448,2248
23449,2249
23450,2250
23451,2251
23452,2252
23453,2253
23454,2254
23455,2255
23456,2256
23457,2257
23458,2258
23459,2259
23460,2260
23461,2261
23462,2262
23463,2263
23464,2264
23465,2265
23466,2266
23467,2267
23468,2268
23469,2269
23470,2270
23471,2271
23472,2272
23473,2273
23474,2274
23475,2275
23476,2276
23477,2277
23478,2278
23479,2279
23480,2280
23481,2281
23482,2282
23483,2283
23484,2284
23485,2285
23486,2286
23487,2287
23488,2288
23489,2289
23490,2290
23491,2291
23492,2292
23493,2293
23494,2294
23495,2295
23496,2296
23497,2297
23498,2298
23499,2299
23500,2300
23501,2301
23502,2302
23503,2303
23504,2304
23505,2305
23506,2306
23507,2307
23508,2308
23509,2309
23510,2310
23511,2311
23512,2312
23513,2313
23514,2314
23515,2315
23516,2316
23517,2317
23518,2318
23519,2319
23520,2320
23521,2321
23522,2322
23523,2323
23524,2324
23525,2325
23526,2326
23527,2327
23528,2328
23529,2329
23530,2330
23531,2331
23532,2332
23533,2333
23534,2334
23535,2335
23536,2336
23537,2337
23538,2338
23539,2339
23540,2340
23541,2341
23542,2342
23543,2343
23544,2344
23545,2345
23546,2346
23547,2347
23548,2348
23549,2349
23550,2350
23551,2351
23552,2352
23553,2353
23554,2354
23555,2355
23556,2356
23557,2357
23558,2358
23559,2359
23560,2360
23561,2361
23562,2362
23563,2363
23564,2364
23565,2365
23566,2366
23567,2367
23568,2368
23569,2369
23570,2370
23571,2371
23572,2372
23573,2373
23574,2374
23575,2375
23576,2376
23577,2377
23578,2378
23579,2379
23580,2380
23581,2381
23582,2382
23583,2383
23584,2384
23585,2385
23586,2386
23587,2387
23588,2388
23589,2389
23590,2390
23591,2391
23592,2392
23593,2393
23594,2394
23595,2395
23596,2396
23597,2397
23598,2398
23599,2399
23600,2400
23601,2401
23602,2402
23603,2403
23604,2404
23605,2405
23606,2406
23607,2407
23608,2408
23609,2409
23610,2410
23611,2411
23612,2412
23613,2413
23614,2414
23615,2415
23616,2416
23617,2417
23618,2418
23619,2419
23620,2420
23621,2421
23622,2422
23623,2423
23624,2424
23625,2425
23626,2426
23627,2427
23628,2428
23629,2429
23630,2430
23631,2431
23632,2432
23633,2433
23634,2434
23635,2435
23636,2436
23637,2437
23638,2438
23639,2439
23640,2440
23641,2441
23642,2442
23643,2443
23644,2444
23645,2445
23646,2446
23647,2447
23648,2448
23649,2449
23650,2450
23651,2451
23652,2452
23653,2453
23654,2454
23655,2455
23656,2456
23657,2457
23658,2458
23659,2459
23660,2460
23661,2461
23662,2462
23663,2463
23664,2464
23665,2465
23666,2466
23667,2467
23668,2468
23669,2469
23670,2470
23671,2471
23672,2472
23673,2473
23674,2474
23675,2475
23676,2476
23677,2477
23678,2478
23679,2479
23680,2480
23681,2481
23682,2482
23683,2483
23684,2484
23685,2485
23686,2486
23687,2487
23688,2488
23689,2489
23690,2490
23691,2491
23692,2492
23693,2493
23694,2494
23695,2495
23696,2496
23697,2497
23698,2498
23699,2499
23700,2500
23701,2501
23702,2502
23703,2503
23704,2504
23705,2505
23706,2506
23707,2507
23708,2508
23709,2509
23710,2510
23711,2511
23712,2512
23713,2513
23714,2514
23715,2515
23716,2516
23717,2517
23718,2518
23719,2519
23720,2520
23721,2521
23722,2522
23723,2523
23724,2524
23725,2525
23726,2526
23727,2527
23728,2528
23729,2529
23730,2530
23731,2531
23732,2532
23733,2533
23734,2534
23735,2535
23736,2536
23737,2537
23738,2538
23739,2539
23740,2540
23741,2541
23742,2542
23743,2543
23744,2544
23745,2545
23746,2546
23747,2547
23748,2548
23749,2549
23750,2550
23751,2551
23752,2552
23753,2553
23754,2554
23755,2555
23756,2556
23757,2557
23758,2558
23759,2559
23760,2560
23761,2561
23762,2562
23763,2563
23764,2564
23765,2565
23766,2566
23767,2567
23768,2568
23769,2569
23770,2570
23771,2571
23772,2572
23773,2573
23774,2574
23775,2575
23776,2576
23777,2577
23778,2578
23779,2579
23780,2580
23781,2581
23782,2582
23783,2583
23784,2584
23785,2585
23786,2586
23787,2587
23788,2588
23789,2589
23790,2590
23791,2591
23792,2592
23793,2593
23794,2594
23795,2595
23796,2596
23797,2597
23798,2598
23799,2599
23800,2600
23801,2601
23802,2602
23803,2603
23804,2604
23805,2605
23806,2606
23807,2607
23808,2608
23809,2609
23810,2610
23811,2611
23812,2612
23813,2613
23814,2614
23815,2615
23816,2616
23817,2617
23818,2618
23819,2619
23820,2620
23821,2621
23822,2622
23823,2623
23824,2624
23825,2625
23826,2626
23827,2627
23828,2628
23829,2629
23830,2630
23831,2631
23832,2632
23833,2633
23834,2634
23835,2635
23836,2636
23837,2637
23838,2638
23839,2639
23840,2640
23841,2641
23842,2642
23843,2643
23844,2644
23845,2645
23846,2646
23847,2647
23848,2648
23849,2649
23850,2650
23851,2651
23852,2652
23853,2653
23854,2654
23855,2655
23856,2656
23857,2657
23858,2658
23859,2659
23860,2660
23861,2661
23862,2662
23863,2663
23864,2664
23865,2665
23866,2666
23867,2667
23868,2668
23869,2669
23870,2670
23871,2671
23872,2672
23873,2673
23874,2674
23875,2675
23876,2676
23877,2677
23878,2678
23879,2679
23880,2680
23881,2681
23882,2682
23883,2683
23884,2684
23885,2685
23886,2686
23887,2687
23888,2688
23889,2689
23890,2690
23891,2691
23892,2692
23893,2693
23894,2694
23895,2695
23896,2696
23897,2697
23898,2698
23899,2699
23900,2700
23901,2701
23902,2702
23903,2703
23904,2704
23905,2705
23906,2706
23907,2707
23908,2708
23909,2709
23910,2710
23911,2711
23912,2712
23913,2713
23914,2714
23915,2715
23916,2716
23917,2717
23918,2718
23919,2719
23920,2720
23921,2721
23922,2722
23923,2723
23924,2724
23925,2725
23926,2726
23927,2727
23928,2728
23929,2729
23930,2730
23931,2731
23932,2732
23933,2733
23934,2734
23935,2735
23936,2736
23937,2737
23938,2738
23939,2739
23940,2740
23941,2741
23942,2742
23943,2743
23944,2744
23945,2745
23946,2746
23947,2747
23948,2748
23949,2749
23950,2750
23951,2751
23952,2752
23953,2753
23954,2754
23955,2755
23956,2756
23957,2757
23958,2758
23959,2759
23960,2760
23961,2761
23962,2762
23963,2763
23964,2764
23965,2765
23966,2766
23967,2767
23968,2768
23969,2769
23970,2770
23971,2771
23972,2772
23973,2773
23974,2774
23975,2775
23976,2776
23977,2777
23978,2778
23979,2779
23980,2780
23981,2781
23982,2782
23983,2783
23984,2784
23985,2785
23986,2786
23987,2787
23988,2788
23989,2789
23990,2790
23991,2791
23992,2792
23993,2793
23994,2794
23995,2795
23996,2796
23997,2797
23998,2798
23999,2799
24000,2800
24001,2801
24002,2802
24003,2803
24004,2804
24005,2805
24006,2806
24007,2807
24008,2808
24009,2809
24010,2810
24011,2811
24012,2812
24013,2813
24014,2814
24015,2815
24016,2816
24017,2817
24018,2818
24019,2819
24020,2820
24021,2821
24022,2822
24023,2823
24024,2824
24025,2825
24026,2826
24027,2827
24028,2828
24029,2829
24030,2830
24031,2831
24032,2832
24033,2833
24034,2834
24035,2835
24036,2836
24037,2837
24038,2838
24039,2839
24040,2840
24041,2841
24042,2842
24043,2843
24044,2844
24045,2845
24046,2846
24047,2847
24048,2848
24049,2849
24050,2850
24051,2851
24052,2852
24053,2853
24054,2854
24055,2855
24056,2856
24057,2857
24058,2858
24059,2859
24060,2860
24061,2861
24062,2862
24063,2863
24064,2864
24065,2865
24066,2866
24067,2867
24068,2868
24069,2869
24070,2870
24071,2871
24072,2872
24073,2873
24074,2874
24075,2875
24076,2876
24077,2877
24078,2878
24079,2879
24080,2880
24081,2881
24082,2882
24083,2883
24084,2884
24085,2885
24086,2886
24087,2887
24088,2888
24089,2889
24090,2890
24092,2891
24093,2892
24094,2893
24095,2894
24171,2895
24172,2896
24173,2897
24174,2898
24175,2899
24176,2900
24177,2901
24178,2902
24184,2903
24189,2904
24193,2905
26822,2905
24202,2906
24203,2907
24205,2908
24206,2909
24208,2910
24209,2911
24210,2912
24216,2913
24217,2914
24218,2915
24221,2916
24222,2917
24225,2918
24226,2919
24227,2920
24229,2921
24230,2922
24232,2923
24234,2924
24238,2925
24239,2926
24243,2927
24244,2928
24244,2929
24820,2929
24245,2930
24245,2931
24245,2932
24245,2933
24245,2934
24375,2935
28631,2935
24376,2936
54002,2936
24377,2937
24378,2938
24379,2939
24380,2940
24381,2941
24382,2942
24383,2943
24384,2944
24385,2945
24386,2946
24387,2947
24388,2948
24389,2949
24390,2950
24391,2951
24393,2952
53209,2952
24477,2953
24478,2954
24479,2955
24480,2956
24481,2957
24482,2958
24483,2959
24484,2960
24485,2961
24487,2962
24488,2963
24489,2964
24490,2965
24491,2966
24492,2967
24493,2968
24494,2969
24495,2970
24496,2971
24497,2972
24498,2973
24499,2974
24500,2975
24501,2976
24502,2977
24503,2978
24504,2979
24505,2980
24505,2981
24505,2982
24715,2983
24857,2983
29092,2983
24716,2984
24717,2985
24718,2986
24817,2987
24819,2988
24821,2989
24822,2990
24823,2991
24824,2992
24825,2993
29492,2993
24828,2994
24830,2995
26813,2995
29457,2995
24832,2996
24834,2997
24835,2998
24836,2999
24840,3000
24843,3001
24848,3002
29334,3002
24849,3003
24850,3004
24851,3005
24852,3006
24854,3007
24856,3008
24858,3009
24860,3010
26822,3010
24863,3011
24864,3012
24865,3013
24969,3014
24971,3015
24972,3016
24973,3017
24974,3018
24975,3019
24976,3020
24977,3021
24978,3022
24979,3023
25156,3024
25157,3025
25158,3026
25159,3027
25160,3028
26000,3200
26000,3201
26000,3202
26000,3203
26000,3204
26001,3205
26000,3206
26000,3207
26002,3208
26003,3209
26004,3210
26000,3211
26005,3212
26000,3213
26000,3214
26000,3215
26000,3216
26000,3217
26000,3218
26000,3219
26000,3220
26000,3221
26000,3222
26006,3223
26007,3224
26008,3225
26009,3226
26010,3227
26011,3228
26000,3229
26000,3230
26012,3231
26013,3232
26000,3233
26000,3234
26000,3235
26000,3236
26014,3237
26015,3238
26000,3239
26000,3240
26000,3241
26016,3242
26016,3243
26000,3244
26000,3245
26000,3246
26000,3247
26016,3248
26000,3249
26000,3250
26000,3251
26017,3252
26018,3253
26000,3254
26019,3255
26016,3256
26000,3257
26000,3258
26000,3259
26000,3260
26000,3261
26020,3262
26021,3263
26000,3264
26000,3265
26016,3266
26000,3267
26016,3268
26000,3269
26022,3270
26000,3271
26023,3272
26000,3273
26000,3274
26000,3275
26024,3276
26000,3277
26000,3278
26025,3279
26016,3280
26000,3281
26000,3282
26026,3283
26027,3284
26000,3285
26000,3286
26000,3287
26000,3288
26000,3289
26000,3290
26000,3291
26028,3292
26029,3293
26000,3294
26000,3295
26000,3296
26000,3297
26000,3298
26030,3299
26000,3300
26031,3301
26032,3302
26024,3303
26033,3304
26000,3305
26000,3306
26034,3307
26035,3308
26024,3309
26016,3310
26000,3311
26036,3312
26037,3313
26000,3314
26000,3315
26038,3316
26039,3317
26000,3318
26000,3319
26040,3320
26000,3321
26000,3322
26000,3323
26000,3324
26016,3325
26000,3326
26000,3327
26000,3328
26000,3329
26041,3330
26000,3331
26042,3332
26043,3333
26000,3334
26000,3335
26016,3336
26044,3337
26045,3338
26046,3339
26047,3340
26048,3341
26049,3342
26050,3343
26050,3344
26016,3345
26000,3346
26000,3347
26051,3348
26052,3349
26053,3350
26000,3351
26054,3352
26000,3353
26000,3354
26055,3355
26000,3356
26056,3357
26057,3358
26058,3359
26059,3360
26060,3361
26000,3362
26000,3363
26000,3364
26061,3365
26000,3366
26000,3367
26000,3368
26000,3369
26000,3370
26000,3371
26000,3372
26062,3373
26024,3374
26063,3375
26064,3376
26000,3377
26000,3378
26000,3379
26000,3380
26065,3381
26066,3382
26067,3383
26000,3384
26000,3385
26068,3386
26000,3387
26000,3388
26000,3389
26000,3390
26024,3391
26069,3392
26050,3393
26000,3394
26070,3395
26071,3396
26050,3397
26050,3398
26000,3399
26000,3400
26000,3401
26016,3402
26000,3403
26072,3404
26073,3405
26000,3406
26074,3407
26075,3408
26076,3409
26000,3410
26000,3411
26000,3412
26000,3413
26000,3414
26016,3415
26077,3416
26078,3417
26079,3418
26080,3419
26081,3420
26082,3421
26000,3422
26000,3423
26024,3424
26033,3425
26000,3426
26000,3427
26000,3428
26083,3429
26084,3430
26085,3431
26086,3432
26000,3433
26000,3434
26014,3435
26000,3436
26016,3437
26000,3438
26000,3439
26000,3440
26000,3441
26087,3442
26000,3443
26014,3444
26000,3445
26000,3446
26000,3447
26000,3448
26016,3449
26000,3450
26000,3451
26088,3452
26000,3453
26085,3454
26000,3455
26000,3456
26000,3457
26089,3458
26016,3459
26000,3460
26090,3461
26091,3462
26000,3463
26000,3464
26016,3465
26000,3466
26092,3467
26000,3468
26016,3469
26016,3470
26016,3471
26000,3472
26033,3473
26000,3474
26093,3475
26094,3476
26095,3477
26096,3478
26097,3479
26000,3480
26000,3481
26014,3482
26000,3483
26016,3484
26000,3485
26000,3486
26000,3487
26050,3488
26098,3489
26000,3490
26000,3491
26099,3492
26000,3493
26016,3494
26016,3495
26100,3496
26000,3497
26000,3498
26000,3499
26000,3500
26016,3501
26000,3502
26000,3503
26000,3504
26101,3505
26102,3506
26000,3507
26103,3508
26104,3509
26050,3510
26000,3511
26000,3512
26098,3513
26000,3514
26000,3515
26088,3516
26000,3517
26000,3518
26000,3519
26000,3520
26000,3521
26000,3522
26016,3523
26000,3524
26000,3525
26000,3526
26000,3527
26000,3528
26000,3529
26105,3530
26106,3531
26000,3532
26000,3533
26016,3534
26016,3535
26016,3536
26000,3537
26000,3538
26000,3539
26016,3540
26000,3541
26024,3542
26000,3543
26000,3544
26000,3545
26000,3546
26000,3547
26000,3548
26107,3549
26000,3550
26108,3551
26109,3552
26110,3553
26016,3554
26000,3555
26111,3556
26112,3557
26113,3558
26114,3559
26115,3560
26116,3561
26117,3562
26024,3563
26050,3564
26118,3565
26119,3566
26120,3567
26098,3568
26000,3569
26000,3570
26000,3571
26000,3572
26121,3573
26000,3574
26000,3575
26000,3576
26000,3577
26000,3578
26000,3579
26024,3580
26088,3581
26069,3582
26000,3583
26122,3584
26123,3585
26124,3586
26125,3587
26126,3588
26127,3589
26000,3590
26000,3591
26000,3592
26000,3593
26128,3594
26129,3595
26130,3596
26000,3597
26000,3598
26000,3599
26000,3600
26000,3601
26000,3602
26131,3603
26000,3604
26000,3605
26000,3606
26000,3607
26000,3608
26000,3609
26000,3610
26000,3611
26000,3612
26000,3613
26000,3614
26098,3615
26050,3616
26132,3617
26000,3618
26000,3619
26133,3620
26000,3621
26000,3622
26000,3623
26134,3624
26135,3625
26136,3626
26000,3627
26137,3628
26000,3629
26000,3630
26000,3631
26000,3632
26138,3633
26139,3634
26140,3635
26141,3636
26000,3637
26000,3638
26137,3639
26000,3640
26137,3641
26137,3642
26142,3643
26142,3644
26098,3645
26000,3646
26024,3647
26050,3648
26143,3649
26137,3650
26000,3651
26033,3652
26140,3653
26144,3654
26145,3655
26056,3656
26137,3657
26147,3658
26000,3659
26024,3660
26148,3661
26024,3662
26149,3663
26150,3664
26151,3665
26152,3666
26153,3667
26154,3668
26155,3669
26156,3670
26157,3671
26137,3672
26142,3673
26158,3674
26159,3675
26160,3676
26137,3677
26000,3678
26016,3679
26000,3680
26000,3681
26161,3682
26162,3683
26163,3684
26164,3685
26024,3686
26088,3687
26000,3688
26132,3689
26000,3690
26142,3691
26165,3692
26166,3693
26167,3694
26141,3695
26050,3696
26000,3697
26000,3698
26168,3699
26000,3700
26169,3701
26170,3702
26137,3703
26171,3704
26172,3705
26173,3706
26142,3707
26174,3708
26137,3709
26000,3710
26000,3711
26000,3712
26000,3713
26137,3714
26137,3715
26142,3716
26120,3717
26175,3718
26000,3719
26176,3720
26000,3721
26177,3722
26178,3723
26179,3724
26180,3725
26000,3726
26181,3727
26000,3728
26182,3729
26000,3730
26000,3731
26183,3732
26184,3733
26185,3734
26186,3735
26187,3736
26188,3737
26189,3738
26190,3739
26000,3740
26000,3741
26000,3742
26000,3743
26000,3744
26191,3745
26192,3746
26193,3747
26000,3748
26194,3749
26195,3750
26196,3751
26197,3752
26198,3753
26199,3754
26200,3755
26201,3756
26202,3757
26000,3758
26203,3759
26204,3760
26205,3761
26206,3762
26000,3763
26207,3764
26208,3765
26209,3766
